,M+1,M+2,M+3,M+4
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,0.0,1.0,0.0,0.0
29,0.0,1.0,0.0,0.0
30,0.0,1.0,0.0,0.0
31,0.0,1.0,0.0,0.0
32,0.0,1.0,0.0,0.0
33,0.0,1.0,0.0,0.0
34,0.0,1.0,0.0,0.0
35,0.0,1.0,0.0,0.0
36,0.0,1.0,0.0,0.0
37,0.0,1.0,0.0,0.0
38,0.0,1.0,0.0,0.0
39,0.0,1.0,0.0,0.0
40,0.0,1.0,0.0,0.0
41,0.0,1.0,0.0,0.0
42,0.0,1.0,0.0,0.0
43,0.0,1.0,0.0,0.0
44,0.0,1.0,0.0,0.0
45,0.0,1.0,0.0,0.0
46,0.0,1.0,0.0,0.0
47,0.0,1.0,0.0,0.0
48,0.0,0.9,0.10000000000000002,0.0
49,0.0,0.9,0.10000000000000002,0.0
50,0.0,0.8888888888888888,0.1111111111111111,0.0
51,0.0,0.8888888888888888,0.1111111111111111,0.0
52,0.0,0.923076923076923,0.07692307692307691,0.0
53,0.0,0.9333333333333333,0.06666666666666667,0.0
54,0.0,0.9375,0.0625,0.0
55,0.0,0.9333333333333333,0.06666666666666667,0.0
56,0.0,0.9333333333333333,0.06666666666666667,0.0
57,0.0,0.9473684210526315,0.052631578947368425,0.0
58,0.0,0.9411764705882353,0.058823529411764705,0.0
59,0.0,0.9444444444444444,0.05555555555555555,0.0
60,0.0,0.9473684210526315,0.052631578947368425,0.0
61,0.0,0.9473684210526315,0.052631578947368425,0.0
62,0.0,0.894736842105263,0.05263157894736841,0.05263157894736841
63,0.0,0.894736842105263,0.05263157894736841,0.05263157894736841
64,0.0,0.894736842105263,0.05263157894736841,0.05263157894736841
65,0.0,0.8823529411764705,0.058823529411764705,0.058823529411764705
66,0.0,0.8888888888888888,0.05555555555555555,0.05555555555555555
67,0.0,0.8823529411764705,0.058823529411764705,0.058823529411764705
68,0.0,0.8421052631578946,0.10526315789473682,0.05263157894736841
69,0.0,0.8333333333333333,0.1111111111111111,0.05555555555555555
70,0.0,0.8333333333333333,0.1111111111111111,0.05555555555555555
71,0.0,0.8421052631578946,0.10526315789473682,0.05263157894736841
72,0.0,0.8499999999999999,0.09999999999999998,0.04999999999999999
73,0.0,0.894736842105263,0.05263157894736841,0.05263157894736841
74,0.0,0.9166666666666666,0.041666666666666664,0.041666666666666664
75,0.0,0.9259259259259258,0.037037037037037035,0.037037037037037035
76,0.0,0.923076923076923,0.03846153846153846,0.03846153846153846
77,0.0,0.923076923076923,0.03846153846153846,0.03846153846153846
