,M+1,M+2,M+3,M+4
329,0.002,0.132,0.01,0.008
330,0.002,0.136,0.016,0.002
331,0.002,0.134,0.014,0.002
332,0.002,0.138,0.014,0.002
333,0.002,0.14,0.02,0.002
334,0.002,0.144,0.022,0.004
335,0.0,0.152,0.022,0.004
336,0.0,0.152,0.024,0.004
337,0.002,0.15,0.026,0.004
338,0.002,0.158,0.026,0.004
339,0.002,0.158,0.022,0.006
340,0.002,0.158,0.02,0.006
341,0.002,0.152,0.02,0.006
342,0.002,0.152,0.022,0.004
343,0.002,0.152,0.022,0.004
344,0.002,0.146,0.022,0.004
345,0.002,0.146,0.022,0.004
346,0.002,0.148,0.022,0.004
347,0.002,0.146,0.02,0.004
348,0.002,0.144,0.022,0.004
349,0.002,0.148,0.022,0.004
350,0.002,0.14,0.022,0.004
351,0.0,0.14,0.024,0.004
352,0.0,0.144,0.022,0.004
353,0.0,0.15,0.02,0.002
354,0.0,0.142,0.02,0.002
355,0.0,0.138,0.018,0.002
356,0.0,0.142,0.016,0.002
357,0.0,0.142,0.016,0.002
358,0.0,0.142,0.016,0.002
359,0.0,0.144,0.022,0.0
360,0.002,0.15,0.022,0.0
361,0.002,0.142,0.022,0.0
362,0.002,0.138,0.022,0.0
363,0.002,0.134,0.022,0.0
364,0.002,0.14,0.022,0.002
365,0.002,0.146,0.022,0.002
366,0.002,0.15,0.018,0.002
367,0.002,0.156,0.02,0.004
368,0.002,0.152,0.02,0.004
369,0.002,0.148,0.022,0.006
370,0.002,0.15,0.02,0.006
371,0.002,0.148,0.018,0.004
372,0.002,0.16,0.012,0.004
373,0.002,0.168,0.014,0.002
374,0.0,0.164,0.014,0.004
375,0.0,0.152,0.014,0.004
376,0.0,0.15,0.016,0.004
377,0.0,0.146,0.014,0.004
378,0.0,0.146,0.014,0.006
379,0.002,0.142,0.014,0.006
380,0.002,0.144,0.014,0.006
381,0.002,0.152,0.016,0.006
382,0.002,0.154,0.016,0.006
383,0.002,0.16,0.016,0.006
384,0.002,0.162,0.018,0.006
385,0.002,0.162,0.012,0.008
386,0.002,0.166,0.012,0.008
387,0.002,0.168,0.01,0.008
388,0.002,0.166,0.014,0.006
389,0.002,0.162,0.012,0.006
390,0.002,0.16,0.016,0.006
391,0.002,0.162,0.012,0.004
392,0.002,0.16,0.014,0.004
393,0.002,0.16,0.014,0.006
394,0.002,0.16,0.014,0.006
395,0.002,0.158,0.014,0.008
396,0.002,0.152,0.012,0.006
397,0.002,0.156,0.012,0.008
398,0.004,0.164,0.014,0.008
399,0.004,0.162,0.014,0.008
400,0.004,0.164,0.014,0.008
401,0.004,0.162,0.016,0.008
402,0.004,0.162,0.016,0.01
403,0.004,0.158,0.016,0.006
404,0.004,0.164,0.016,0.006
405,0.004,0.162,0.014,0.006
406,0.002,0.158,0.014,0.008
407,0.002,0.16,0.016,0.008
408,0.002,0.154,0.018,0.008
409,0.004,0.14,0.018,0.008
410,0.004,0.134,0.014,0.008
411,0.004,0.136,0.016,0.008
412,0.004,0.142,0.014,0.008
413,0.004,0.148,0.012,0.008
414,0.004,0.136,0.014,0.008
415,0.004,0.144,0.012,0.008
416,0.004,0.144,0.016,0.01
417,0.004,0.144,0.016,0.01
418,0.004,0.144,0.018,0.008
419,0.004,0.144,0.016,0.008
420,0.004,0.148,0.016,0.008
421,0.004,0.148,0.018,0.008
422,0.004,0.148,0.02,0.008
423,0.004,0.146,0.018,0.008
424,0.004,0.154,0.018,0.008
425,0.004,0.158,0.018,0.012
426,0.004,0.16,0.018,0.012
427,0.004,0.15,0.018,0.012
428,0.002,0.15,0.018,0.012
429,0.002,0.148,0.02,0.012
430,0.002,0.144,0.022,0.014
431,0.002,0.148,0.018,0.014
432,0.002,0.142,0.018,0.014
433,0.002,0.144,0.018,0.014
434,0.002,0.142,0.016,0.01
435,0.002,0.15,0.016,0.012
436,0.002,0.148,0.018,0.012
437,0.002,0.156,0.016,0.012
438,0.004,0.156,0.016,0.01
439,0.004,0.16,0.016,0.014
440,0.004,0.16,0.018,0.014
441,0.004,0.152,0.018,0.014
442,0.006,0.156,0.02,0.016
443,0.004,0.156,0.022,0.016
444,0.004,0.154,0.026,0.02
445,0.004,0.146,0.024,0.02
446,0.004,0.146,0.028,0.02
447,0.004,0.144,0.028,0.02
448,0.004,0.144,0.024,0.018
449,0.004,0.154,0.024,0.016
450,0.002,0.16,0.022,0.016
451,0.002,0.152,0.022,0.016
452,0.004,0.156,0.022,0.014
453,0.004,0.16,0.022,0.014
454,0.004,0.154,0.022,0.014
455,0.004,0.15,0.026,0.014
456,0.004,0.144,0.026,0.014
457,0.002,0.14,0.03,0.014
458,0.002,0.13,0.028,0.014
459,0.002,0.128,0.03,0.014
460,0.004,0.128,0.028,0.014
461,0.004,0.134,0.03,0.014
462,0.004,0.142,0.026,0.012
463,0.004,0.138,0.03,0.012
464,0.004,0.134,0.028,0.012
465,0.002,0.128,0.028,0.012
466,0.002,0.124,0.028,0.012
467,0.002,0.126,0.028,0.012
468,0.002,0.13,0.028,0.012
469,0.002,0.132,0.032,0.012
470,0.002,0.132,0.032,0.012
471,0.002,0.134,0.034,0.01
472,0.004,0.138,0.03,0.01
473,0.004,0.136,0.022,0.01
474,0.002,0.136,0.024,0.01
475,0.002,0.14,0.018,0.012
476,0.002,0.146,0.022,0.01
477,0.0,0.15,0.02,0.01
478,0.0,0.148,0.02,0.014
479,0.0,0.15,0.018,0.014
480,0.0,0.14,0.018,0.014
481,0.0,0.14,0.02,0.012
482,0.0,0.14,0.016,0.01
483,0.0,0.136,0.018,0.01
484,0.0,0.126,0.018,0.008
485,0.0,0.126,0.016,0.006
486,0.0,0.136,0.018,0.006
487,0.0,0.122,0.014,0.006
488,0.0,0.12,0.014,0.006
489,0.0,0.122,0.016,0.008
490,0.0,0.126,0.016,0.008
491,0.0,0.13,0.012,0.012
492,0.0,0.132,0.014,0.012
493,0.0,0.136,0.014,0.01
494,0.0,0.136,0.014,0.01
495,0.0,0.14,0.012,0.01
496,0.0,0.142,0.012,0.01
497,0.0,0.138,0.014,0.01
498,0.0,0.134,0.014,0.01
499,0.0,0.128,0.014,0.008
500,0.0,0.136,0.014,0.014
501,0.0,0.14,0.014,0.014
502,0.0,0.136,0.016,0.014
503,0.0,0.14,0.016,0.014
504,0.0,0.148,0.018,0.012
505,0.0,0.144,0.016,0.012
506,0.0,0.146,0.016,0.01
507,0.0,0.15,0.016,0.01
508,0.0,0.142,0.016,0.012
509,0.0,0.136,0.02,0.012
510,0.0,0.14,0.02,0.012
511,0.0,0.148,0.02,0.01
512,0.0,0.15,0.018,0.01
513,0.0,0.134,0.018,0.012
514,0.0,0.132,0.018,0.012
515,0.0,0.13,0.02,0.012
516,0.0,0.128,0.02,0.014
517,0.0,0.132,0.018,0.016
518,0.0,0.134,0.02,0.014
519,0.0,0.134,0.018,0.012
520,0.0,0.136,0.02,0.01
521,0.0,0.14,0.018,0.008
522,0.0,0.142,0.02,0.008
523,0.0,0.142,0.022,0.008
524,0.0,0.14,0.022,0.006
525,0.0,0.14,0.028,0.004
526,0.0,0.142,0.028,0.004
527,0.0,0.138,0.028,0.006
528,0.0,0.14,0.03,0.008
529,0.0,0.142,0.03,0.008
530,0.0,0.15,0.028,0.008
531,0.002,0.152,0.028,0.008
532,0.002,0.152,0.03,0.008
533,0.002,0.154,0.026,0.01
534,0.002,0.152,0.026,0.01
535,0.002,0.152,0.024,0.012
536,0.002,0.148,0.026,0.012
537,0.002,0.154,0.024,0.01
538,0.002,0.156,0.026,0.01
539,0.002,0.16,0.022,0.01
540,0.002,0.158,0.022,0.01
541,0.002,0.16,0.024,0.01
542,0.002,0.172,0.024,0.01
543,0.002,0.176,0.024,0.006
544,0.002,0.18,0.02,0.004
545,0.002,0.174,0.028,0.002
546,0.002,0.176,0.028,0.004
547,0.002,0.164,0.032,0.006
548,0.002,0.162,0.032,0.008
549,0.002,0.158,0.034,0.008
550,0.002,0.156,0.034,0.008
551,0.002,0.158,0.03,0.008
552,0.002,0.156,0.028,0.01
553,0.002,0.156,0.024,0.01
554,0.002,0.16,0.028,0.008
555,0.002,0.154,0.034,0.012
556,0.002,0.164,0.03,0.012
557,0.002,0.166,0.03,0.012
558,0.002,0.166,0.028,0.008
559,0.002,0.162,0.032,0.008
560,0.002,0.16,0.036,0.008
561,0.002,0.156,0.032,0.008
562,0.002,0.16,0.03,0.008
563,0.002,0.164,0.024,0.008
564,0.002,0.16,0.022,0.008
565,0.002,0.164,0.024,0.006
566,0.002,0.154,0.022,0.006
567,0.002,0.146,0.022,0.006
568,0.002,0.148,0.02,0.006
569,0.002,0.148,0.018,0.006
570,0.002,0.152,0.018,0.006
571,0.002,0.154,0.016,0.006
572,0.002,0.15,0.018,0.004
573,0.002,0.156,0.022,0.004
574,0.0,0.156,0.018,0.008
575,0.0,0.154,0.016,0.006
576,0.0,0.156,0.018,0.008
577,0.0,0.156,0.018,0.008
578,0.0,0.16,0.02,0.008
579,0.0,0.164,0.02,0.008
580,0.0,0.166,0.022,0.008
581,0.0,0.16,0.026,0.008
582,0.0,0.164,0.024,0.008
583,0.0,0.166,0.026,0.01
584,0.0,0.16,0.028,0.01
585,0.0,0.152,0.028,0.01
586,0.0,0.148,0.03,0.008
587,0.0,0.148,0.028,0.008
588,0.0,0.152,0.026,0.008
589,0.0,0.156,0.03,0.01
590,0.0,0.152,0.032,0.008
591,0.0,0.156,0.028,0.012
592,0.0,0.154,0.026,0.01
593,0.0,0.15,0.028,0.006
594,0.002,0.15,0.028,0.006
595,0.0,0.15,0.03,0.008
596,0.0,0.162,0.032,0.008
597,0.002,0.166,0.03,0.008
598,0.002,0.166,0.028,0.008
599,0.002,0.166,0.028,0.008
600,0.002,0.166,0.028,0.01
601,0.002,0.17,0.026,0.01
602,0.002,0.166,0.028,0.01
603,0.002,0.164,0.028,0.01
604,0.002,0.168,0.028,0.012
605,0.002,0.174,0.026,0.012
606,0.002,0.168,0.028,0.01
607,0.002,0.164,0.028,0.01
608,0.002,0.164,0.03,0.01
609,0.002,0.168,0.026,0.012
610,0.002,0.162,0.026,0.01
611,0.002,0.16,0.026,0.01
612,0.002,0.158,0.026,0.008
613,0.002,0.162,0.028,0.012
614,0.002,0.156,0.034,0.012
615,0.002,0.158,0.036,0.012
616,0.002,0.16,0.036,0.016
617,0.002,0.162,0.034,0.016
618,0.002,0.172,0.032,0.014
619,0.002,0.174,0.032,0.012
620,0.0,0.174,0.03,0.012
621,0.0,0.172,0.028,0.01
622,0.0,0.168,0.026,0.01
623,0.0,0.168,0.024,0.008
624,0.0,0.17,0.024,0.008
625,0.0,0.17,0.026,0.008
626,0.002,0.18,0.024,0.008
627,0.002,0.18,0.026,0.008
628,0.002,0.178,0.03,0.008
629,0.002,0.172,0.032,0.008
630,0.002,0.168,0.03,0.008
631,0.002,0.172,0.03,0.008
632,0.002,0.178,0.03,0.008
633,0.002,0.17,0.032,0.008
634,0.002,0.174,0.03,0.008
635,0.002,0.176,0.03,0.008
636,0.002,0.174,0.032,0.008
637,0.002,0.174,0.032,0.01
638,0.002,0.172,0.034,0.01
639,0.002,0.166,0.036,0.01
640,0.002,0.168,0.036,0.008
641,0.002,0.162,0.042,0.008
642,0.002,0.164,0.042,0.008
643,0.002,0.164,0.044,0.01
644,0.002,0.16,0.052,0.012
645,0.002,0.156,0.056,0.01
646,0.002,0.16,0.048,0.01
647,0.002,0.164,0.046,0.01
648,0.002,0.164,0.046,0.008
649,0.002,0.16,0.044,0.01
650,0.002,0.164,0.046,0.01
651,0.002,0.168,0.048,0.01
652,0.002,0.166,0.048,0.008
653,0.002,0.158,0.048,0.008
654,0.002,0.158,0.052,0.008
655,0.002,0.162,0.054,0.008
656,0.0,0.164,0.054,0.008
657,0.0,0.16,0.058,0.008
658,0.002,0.164,0.054,0.008
659,0.002,0.164,0.048,0.008
660,0.002,0.168,0.048,0.008
661,0.002,0.172,0.05,0.006
662,0.002,0.176,0.054,0.006
663,0.002,0.17,0.052,0.006
664,0.002,0.166,0.048,0.008
665,0.002,0.17,0.05,0.008
666,0.002,0.17,0.05,0.008
667,0.002,0.172,0.05,0.008
668,0.002,0.16,0.042,0.01
669,0.002,0.158,0.044,0.012
670,0.002,0.162,0.044,0.014
671,0.0,0.154,0.044,0.014
672,0.0,0.166,0.042,0.014
673,0.0,0.174,0.04,0.014
674,0.0,0.166,0.042,0.014
675,0.002,0.17,0.048,0.014
676,0.002,0.174,0.048,0.014
677,0.002,0.176,0.048,0.014
678,0.002,0.174,0.05,0.016
679,0.002,0.176,0.052,0.016
680,0.0,0.168,0.05,0.016
681,0.0,0.17,0.05,0.016
682,0.0,0.176,0.048,0.016
683,0.0,0.168,0.052,0.016
684,0.0,0.166,0.052,0.016
685,0.0,0.178,0.048,0.014
686,0.0,0.174,0.048,0.014
687,0.0,0.176,0.046,0.014
688,0.0,0.176,0.05,0.012
689,0.0,0.168,0.048,0.014
690,0.0,0.166,0.05,0.012
691,0.0,0.158,0.052,0.01
692,0.002,0.146,0.046,0.01
693,0.002,0.15,0.044,0.01
694,0.002,0.15,0.044,0.008
695,0.002,0.154,0.042,0.008
696,0.002,0.15,0.044,0.008
697,0.002,0.156,0.044,0.006
698,0.002,0.148,0.042,0.008
699,0.002,0.148,0.044,0.008
700,0.002,0.158,0.046,0.008
701,0.002,0.154,0.044,0.008
702,0.002,0.15,0.04,0.01
703,0.002,0.152,0.042,0.01
