,M+1,M+2,M+3
2090,0.12325,0.0105,0.85875
2091,0.1235,0.0105,0.8585
2092,0.12375,0.0105,0.85825
2093,0.12325,0.0105,0.85875
2094,0.12275,0.0105,0.85925
2095,0.1225,0.0105,0.85975
2096,0.12325,0.0105,0.859
2097,0.12275,0.0105,0.8595
2098,0.12275,0.0105,0.8595
2099,0.12225,0.0105,0.86025
2100,0.122,0.0105,0.8605
2101,0.122,0.0105,0.8605
2102,0.12225,0.0105,0.86025
2103,0.1215,0.0105,0.861
2104,0.121,0.01025,0.86175
2105,0.1205,0.01025,0.8625
2106,0.12025,0.01025,0.86275
2107,0.121,0.0105,0.862
2108,0.121,0.0105,0.86225
2109,0.121,0.01025,0.86275
2110,0.12075,0.01025,0.863
2111,0.1205,0.01025,0.86325
2112,0.1205,0.0105,0.863
2113,0.12025,0.0105,0.86325
2114,0.11975,0.0105,0.86375
2115,0.12,0.0105,0.8635
2116,0.12,0.0105,0.8635
2117,0.11975,0.0105,0.8635
2118,0.1205,0.0105,0.86275
2119,0.1195,0.0105,0.86375
2120,0.11975,0.01025,0.86375
2121,0.11925,0.01025,0.86425
2122,0.119,0.01,0.86475
2123,0.11925,0.01,0.8645
2124,0.1195,0.01,0.86425
2125,0.11975,0.01,0.864
2126,0.11975,0.01,0.864
2127,0.1195,0.01,0.86425
2128,0.11925,0.01,0.8645
2129,0.11925,0.01,0.8645
2130,0.119,0.01,0.86475
2131,0.1195,0.01,0.86425
2132,0.1195,0.01,0.86425
2133,0.1195,0.01,0.86425
2134,0.11925,0.01,0.8645
2135,0.11875,0.01,0.865
2136,0.118,0.01,0.86575
2137,0.1185,0.01,0.86525
2138,0.118,0.01,0.86575
2139,0.118,0.01,0.86575
2140,0.11775,0.01,0.866
2141,0.1175,0.01,0.86625
2142,0.1175,0.01,0.86625
2143,0.1175,0.01,0.86625
2144,0.118,0.01,0.86575
2145,0.1185,0.01025,0.865
2146,0.1185,0.01025,0.865
2147,0.118,0.01025,0.8655
2148,0.11825,0.01,0.8655
2149,0.11775,0.01,0.86625
2150,0.11775,0.01,0.86625
2151,0.1175,0.01,0.8665
2152,0.1175,0.00975,0.867
2153,0.117,0.00975,0.8675
2154,0.11725,0.01,0.867
2155,0.117,0.01,0.86725
2156,0.11675,0.01,0.86775
2157,0.11675,0.01025,0.8675
2158,0.11675,0.0105,0.86725
2159,0.1175,0.0105,0.8665
2160,0.117,0.0105,0.867
2161,0.11725,0.0105,0.86675
2162,0.11725,0.0105,0.86675
2163,0.11725,0.01025,0.867
2164,0.11725,0.01025,0.867
2165,0.11675,0.01025,0.8675
2166,0.1165,0.01,0.868
2167,0.1165,0.01,0.868
2168,0.11675,0.01,0.8675
2169,0.11725,0.00975,0.86725
2170,0.11675,0.00975,0.868
2171,0.116,0.0095,0.86875
2172,0.11575,0.0095,0.869
2173,0.11525,0.0095,0.86975
2174,0.1155,0.00925,0.86975
2175,0.11575,0.00925,0.8695
2176,0.11625,0.00925,0.869
2177,0.1165,0.00925,0.86875
2178,0.1165,0.00925,0.869
2179,0.11675,0.00925,0.86875
2180,0.11675,0.00925,0.86875
2181,0.11675,0.00925,0.86875
2182,0.11675,0.00925,0.86875
2183,0.11675,0.00925,0.86875
2184,0.117,0.009,0.86875
2185,0.11725,0.009,0.8685
2186,0.11625,0.009,0.8695
2187,0.1155,0.009,0.87025
2188,0.1155,0.009,0.87025
2189,0.11575,0.009,0.87
2190,0.11575,0.009,0.87
2191,0.116,0.009,0.86975
2192,0.11625,0.009,0.8695
2193,0.11625,0.00875,0.86975
2194,0.11575,0.00875,0.87025
2195,0.1155,0.00875,0.8705
2196,0.1155,0.00875,0.8705
2197,0.11625,0.00875,0.86975
2198,0.1165,0.00875,0.8695
2199,0.11675,0.00875,0.86925
2200,0.117,0.00875,0.869
2201,0.11725,0.00875,0.86875
2202,0.11775,0.00875,0.86825
2203,0.11825,0.00875,0.86775
2204,0.11725,0.00875,0.86875
2205,0.11775,0.00875,0.86825
2206,0.11825,0.0085,0.868
2207,0.11825,0.0085,0.868
2208,0.118,0.0085,0.8685
2209,0.118,0.0085,0.86825
2210,0.1175,0.0085,0.86875
2211,0.11675,0.0085,0.8695
2212,0.1175,0.0085,0.86875
2213,0.11725,0.0085,0.869
2214,0.1165,0.0085,0.86975
2215,0.11675,0.0085,0.8695
2216,0.11675,0.0085,0.8695
2217,0.11675,0.0085,0.87
2218,0.117,0.0085,0.86975
2219,0.11725,0.0085,0.86925
2220,0.11725,0.0085,0.86925
2221,0.11725,0.0085,0.86925
2222,0.11725,0.0085,0.86925
2223,0.11725,0.0085,0.86925
2224,0.117,0.0085,0.8695
2225,0.11725,0.0085,0.86925
2226,0.11675,0.0085,0.86975
2227,0.1165,0.0085,0.87
2228,0.11575,0.00825,0.871
2229,0.11625,0.00825,0.8705
2230,0.1155,0.00825,0.87125
2231,0.11525,0.00825,0.8715
2232,0.11525,0.00825,0.8715
2233,0.11425,0.00825,0.87275
2234,0.11425,0.008,0.873
2235,0.114,0.008,0.87325
2236,0.11475,0.008,0.8725
2237,0.1145,0.008,0.87275
2238,0.1145,0.008,0.87275
2239,0.1145,0.008,0.87275
2240,0.11375,0.00825,0.8735
2241,0.114,0.00825,0.87325
2242,0.11375,0.00825,0.8735
2243,0.11375,0.0085,0.87325
2244,0.11425,0.0085,0.87275
2245,0.1145,0.0085,0.8725
2246,0.11375,0.0085,0.87325
2247,0.11325,0.0085,0.874
2248,0.113,0.00825,0.8745
2249,0.113,0.00825,0.8745
2250,0.11375,0.00825,0.87375
2251,0.114,0.00825,0.8735
2252,0.11425,0.00825,0.87325
2253,0.114,0.00825,0.8735
2254,0.1145,0.00825,0.873
2255,0.11475,0.008,0.873
2256,0.115,0.008,0.87275
2257,0.115,0.008,0.87275
2258,0.11475,0.008,0.873
2259,0.115,0.008,0.87325
2260,0.11475,0.008,0.8735
2261,0.11475,0.008,0.8735
2262,0.115,0.00775,0.8735
2263,0.11525,0.00775,0.87325
2264,0.11475,0.00775,0.87375
2265,0.11525,0.0075,0.8735
2266,0.1155,0.0075,0.8735
2267,0.11475,0.0075,0.87425
2268,0.11475,0.0075,0.87425
2269,0.11375,0.0075,0.87525
2270,0.11375,0.0075,0.87525
2271,0.11325,0.0075,0.87575
2272,0.11275,0.0075,0.87625
2273,0.11325,0.00775,0.8755
2274,0.11325,0.00775,0.8755
2275,0.11225,0.00775,0.8765
2276,0.11175,0.00775,0.877
2277,0.11125,0.00775,0.8775
2278,0.111,0.008,0.8775
2279,0.111,0.008,0.8775
2280,0.11075,0.008,0.87775
2281,0.11125,0.008,0.87725
2282,0.1115,0.00775,0.87725
2283,0.1115,0.00775,0.87725
2284,0.1115,0.00775,0.87725
2285,0.11225,0.0075,0.87675
2286,0.1125,0.0075,0.8765
2287,0.11325,0.0075,0.87575
2288,0.11375,0.0075,0.87525
2289,0.113,0.0075,0.876
2290,0.1135,0.0075,0.87575
2291,0.1135,0.0075,0.87575
2292,0.11275,0.0075,0.8765
2293,0.113,0.00725,0.8765
2294,0.11225,0.00725,0.87725
2295,0.1125,0.00725,0.877
2296,0.11225,0.007,0.8775
2297,0.1125,0.007,0.87675
2298,0.1125,0.00675,0.877
2299,0.11275,0.00675,0.87675
2300,0.11225,0.00675,0.877
2301,0.11225,0.00675,0.877
2302,0.11275,0.00675,0.8765
2303,0.1125,0.0065,0.877
2304,0.11275,0.0065,0.87675
2305,0.112,0.0065,0.8775
2306,0.112,0.0065,0.8775
2307,0.112,0.0065,0.8775
2308,0.11225,0.00625,0.8775
2309,0.112,0.00625,0.87775
2310,0.11175,0.00625,0.878
2311,0.11125,0.00625,0.8785
2312,0.11075,0.00625,0.879
2313,0.11125,0.00625,0.8785
2314,0.11125,0.00625,0.8785
2315,0.11075,0.0065,0.87875
2316,0.11025,0.0065,0.87925
2317,0.1095,0.0065,0.88
2318,0.10875,0.0065,0.88075
2319,0.109,0.0065,0.88075
2320,0.1095,0.0065,0.88025
2321,0.10975,0.0065,0.88
2322,0.109,0.0065,0.88075
2323,0.1095,0.0065,0.88025
2324,0.1095,0.0065,0.88025
2325,0.11,0.0065,0.87975
2326,0.11,0.0065,0.87975
2327,0.1095,0.0065,0.88025
2328,0.11,0.0065,0.87975
2329,0.11025,0.0065,0.8795
2330,0.10925,0.00625,0.88075
2331,0.1085,0.00625,0.8815
2332,0.10875,0.006,0.8815
2333,0.1085,0.006,0.88175
2334,0.10875,0.006,0.8815
2335,0.109,0.006,0.88125
2336,0.109,0.006,0.88125
2337,0.10825,0.00575,0.88225
2338,0.1085,0.00575,0.882
2339,0.10825,0.00575,0.88225
2340,0.10775,0.00575,0.88275
2341,0.10725,0.00575,0.88325
2342,0.10725,0.00575,0.88325
2343,0.1075,0.00575,0.883
2344,0.107,0.00575,0.88325
2345,0.10725,0.00575,0.883
2346,0.1075,0.00575,0.883
2347,0.10775,0.0055,0.883
2348,0.107,0.0055,0.88375
2349,0.10725,0.00525,0.884
2350,0.107,0.00525,0.88425
2351,0.10675,0.00525,0.8845
2352,0.107,0.00525,0.88425
2353,0.107,0.00525,0.88425
2354,0.1065,0.005,0.885
2355,0.10675,0.005,0.88475
2356,0.10675,0.005,0.88475
2357,0.10675,0.005,0.88475
2358,0.1065,0.005,0.885
2359,0.10675,0.005,0.88475
2360,0.1065,0.005,0.88525
2361,0.107,0.005,0.88475
2362,0.1065,0.005,0.885
2363,0.1065,0.005,0.885
2364,0.1065,0.005,0.885
2365,0.1065,0.005,0.885
2366,0.10625,0.005,0.88525
2367,0.106,0.005,0.8855
2368,0.10675,0.005,0.88475
2369,0.107,0.005,0.8845
2370,0.10625,0.005,0.88525
2371,0.10575,0.005,0.88575
2372,0.10575,0.00475,0.886
2373,0.10625,0.00475,0.8855
2374,0.106,0.00475,0.88575
2375,0.106,0.00475,0.88575
2376,0.10625,0.005,0.88525
2377,0.1065,0.005,0.885
2378,0.1055,0.005,0.886
2379,0.1055,0.005,0.886
2380,0.10475,0.005,0.88675
2381,0.10475,0.005,0.88675
2382,0.10475,0.005,0.88675
2383,0.10475,0.005,0.88675
2384,0.10475,0.005,0.88675
2385,0.105,0.005,0.8865
2386,0.1045,0.005,0.887
2387,0.1045,0.00525,0.88675
2388,0.10425,0.00525,0.887
2389,0.10425,0.00525,0.887
2390,0.104,0.0055,0.887
2391,0.10375,0.0055,0.88725
2392,0.104,0.0055,0.887
2393,0.10325,0.0055,0.88775
2394,0.10375,0.00575,0.887
2395,0.104,0.00575,0.88675
2396,0.10375,0.00575,0.887
2397,0.10425,0.0055,0.88675
2398,0.1035,0.0055,0.8875
2399,0.10325,0.0055,0.88775
2400,0.10375,0.0055,0.88725
2401,0.1035,0.0055,0.8875
2402,0.10325,0.0055,0.88775
2403,0.10325,0.0055,0.88775
2404,0.10325,0.0055,0.88775
2405,0.10325,0.0055,0.88775
2406,0.10325,0.0055,0.88775
2407,0.10275,0.0055,0.88825
2408,0.10325,0.0055,0.88775
2409,0.10325,0.00525,0.888
2410,0.10275,0.00525,0.8885
2411,0.1025,0.00525,0.88875
2412,0.10275,0.00525,0.8885
2413,0.10275,0.00525,0.8885
2414,0.10275,0.00525,0.8885
2415,0.10275,0.00525,0.88875
2416,0.10175,0.00525,0.88975
2417,0.10225,0.00525,0.88925
2418,0.10175,0.00525,0.88975
2419,0.102,0.00525,0.8895
2420,0.1015,0.00525,0.89
2421,0.1015,0.00525,0.89
2422,0.10175,0.00525,0.88975
2423,0.102,0.00525,0.8895
2424,0.102,0.00525,0.8895
2425,0.10175,0.00525,0.88975
2426,0.10175,0.00525,0.88975
2427,0.1015,0.00525,0.89
2428,0.10125,0.00525,0.89025
2429,0.101,0.00525,0.8905
2430,0.101,0.00525,0.8905
2431,0.10025,0.00525,0.89125
2432,0.10025,0.00525,0.89125
2433,0.10025,0.00525,0.89125
2434,0.10075,0.005,0.891
2435,0.10075,0.005,0.891
2436,0.1005,0.005,0.89125
2437,0.10075,0.005,0.891
2438,0.10075,0.005,0.891
2439,0.0995,0.005,0.89225
2440,0.0995,0.005,0.89225
2441,0.0995,0.005,0.89225
2442,0.0995,0.005,0.89225
2443,0.1,0.005,0.89175
2444,0.09975,0.005,0.892
2445,0.0995,0.005,0.89225
2446,0.09975,0.005,0.892
2447,0.09975,0.005,0.892
2448,0.09975,0.005,0.892
2449,0.09975,0.005,0.892
2450,0.09875,0.005,0.893
2451,0.09825,0.005,0.8935
2452,0.0985,0.005,0.89325
2453,0.09775,0.005,0.89425
2454,0.0965,0.005,0.8955
2455,0.097,0.005,0.895
2456,0.09625,0.005,0.89575
2457,0.09675,0.005,0.89525
2458,0.09675,0.00475,0.8955
2459,0.09675,0.00475,0.8955
2460,0.09725,0.00475,0.895
2461,0.0965,0.005,0.8955
2462,0.097,0.005,0.895
2463,0.09625,0.005,0.89575
2464,0.0965,0.005,0.8955
2465,0.09675,0.005,0.89525
2466,0.097,0.005,0.895
2467,0.09725,0.005,0.89475
2468,0.09675,0.005,0.89525
2469,0.09675,0.005,0.89525
2470,0.0965,0.005,0.8955
2471,0.09675,0.00525,0.895
2472,0.09675,0.00525,0.895
2473,0.0965,0.00525,0.89525
2474,0.09625,0.00525,0.8955
2475,0.09575,0.00525,0.896
2476,0.0955,0.00525,0.89625
2477,0.094,0.00525,0.89775
2478,0.094,0.00525,0.89775
2479,0.09425,0.00525,0.8975
2480,0.09425,0.005,0.8975
2481,0.094,0.005,0.89775
2482,0.09425,0.005,0.8975
2483,0.094,0.005,0.89775
2484,0.094,0.005,0.89775
2485,0.09375,0.005,0.898
2486,0.0935,0.005,0.89825
2487,0.0935,0.005,0.89825
2488,0.09325,0.005,0.8985
2489,0.09275,0.005,0.899
2490,0.09275,0.00525,0.89875
2491,0.09275,0.005,0.899
2492,0.09275,0.005,0.899
2493,0.09225,0.005,0.8995
2494,0.0915,0.005,0.90025
2495,0.09175,0.005,0.9
2496,0.092,0.005,0.89975
2497,0.092,0.005,0.89975
2498,0.09175,0.005,0.9
2499,0.0915,0.005,0.90025
2500,0.09175,0.005,0.9
2501,0.09175,0.00475,0.90025
2502,0.0915,0.00475,0.9005
2503,0.09125,0.00475,0.90075
2504,0.0915,0.00475,0.9005
2505,0.09125,0.00475,0.90075
2506,0.0915,0.00475,0.9005
2507,0.09175,0.00475,0.90025
2508,0.09175,0.00525,0.89975
2509,0.09125,0.00525,0.90025
2510,0.0915,0.00525,0.9
2511,0.0915,0.00525,0.9
2512,0.09075,0.00525,0.9005
2513,0.091,0.0055,0.9
2514,0.09125,0.0055,0.89975
2515,0.091,0.0055,0.9
2516,0.0905,0.0055,0.9005
2517,0.09025,0.00525,0.901
2518,0.09,0.00525,0.90125
2519,0.0905,0.00525,0.90075
2520,0.0905,0.00525,0.90075
2521,0.09,0.00525,0.90125
2522,0.09,0.00525,0.90125
2523,0.0895,0.00525,0.90175
2524,0.089,0.00525,0.90225
2525,0.089,0.00525,0.90225
2526,0.089,0.00525,0.90225
2527,0.0885,0.0055,0.9025
2528,0.089,0.0055,0.902
2529,0.089,0.0055,0.90225
2530,0.08875,0.0055,0.9025
2531,0.0885,0.0055,0.9025
2532,0.089,0.0055,0.902
2533,0.089,0.0055,0.902
2534,0.0895,0.0055,0.9015
2535,0.08925,0.00525,0.902
2536,0.08975,0.00525,0.9015
2537,0.09,0.005,0.9015
2538,0.0905,0.005,0.901
2539,0.0905,0.005,0.901
2540,0.0905,0.005,0.901
2541,0.09,0.005,0.9015
2542,0.09025,0.005,0.90125
2543,0.09025,0.005,0.90125
2544,0.09025,0.005,0.90125
2545,0.0895,0.00525,0.90175
2546,0.08975,0.00525,0.9015
2547,0.08975,0.005,0.90175
2548,0.08975,0.005,0.90175
2549,0.09,0.005,0.9015
2550,0.09075,0.005,0.90075
2551,0.0905,0.005,0.901
2552,0.09025,0.005,0.90125
2553,0.09025,0.00475,0.90125
2554,0.091,0.00475,0.9005
2555,0.0905,0.005,0.90075
2556,0.091,0.005,0.90025
2557,0.09125,0.005,0.9
2558,0.0915,0.005,0.89975
2559,0.09175,0.005,0.8995
2560,0.09125,0.005,0.9
2561,0.0915,0.00525,0.8995
2562,0.0915,0.00525,0.8995
2563,0.09125,0.00525,0.89975
2564,0.09125,0.00525,0.89975
2565,0.0915,0.00525,0.8995
2566,0.09175,0.0055,0.899
2567,0.0915,0.0055,0.89925
2568,0.09175,0.00525,0.89925
2569,0.09125,0.00525,0.89975
2570,0.09075,0.00525,0.90025
2571,0.091,0.00525,0.9
2572,0.09125,0.00525,0.89975
2573,0.09175,0.0055,0.899
2574,0.09175,0.0055,0.899
2575,0.09225,0.0055,0.8985
2576,0.092,0.0055,0.89875
2577,0.092,0.00575,0.8985
2578,0.09275,0.00575,0.89775
2579,0.09275,0.0055,0.898
2580,0.0925,0.0055,0.89825
2581,0.09225,0.0055,0.8985
2582,0.0925,0.0055,0.89825
2583,0.09275,0.0055,0.898
2584,0.093,0.0055,0.8975
2585,0.09275,0.0055,0.89775
2586,0.09275,0.0055,0.89775
2587,0.0925,0.0055,0.898
2588,0.092,0.00525,0.89875
2589,0.092,0.00525,0.89875
2590,0.092,0.00525,0.899
2591,0.0915,0.00525,0.89975
2592,0.092,0.00525,0.89925
2593,0.09175,0.0055,0.89925
2594,0.0915,0.0055,0.8995
2595,0.0925,0.0055,0.8985
2596,0.0925,0.0055,0.8985
2597,0.09225,0.0055,0.89875
2598,0.09225,0.0055,0.89875
2599,0.09275,0.0055,0.89825
2600,0.0925,0.0055,0.8985
2601,0.09275,0.0055,0.89825
2602,0.09375,0.0055,0.8975
2603,0.094,0.0055,0.89725
2604,0.09425,0.0055,0.897
2605,0.09425,0.0055,0.897
2606,0.094,0.0055,0.89725
2607,0.09375,0.0055,0.8975
2608,0.0945,0.0055,0.89675
2609,0.0945,0.0055,0.897
2610,0.095,0.0055,0.8965
2611,0.095,0.0055,0.8965
2612,0.095,0.0055,0.8965
2613,0.095,0.0055,0.8965
2614,0.09525,0.0055,0.89625
2615,0.0955,0.0055,0.896
2616,0.0955,0.0055,0.896
2617,0.09425,0.0055,0.89725
2618,0.094,0.0055,0.8975
2619,0.09425,0.0055,0.89725
2620,0.0935,0.0055,0.898
2621,0.0935,0.0055,0.89825
2622,0.09325,0.0055,0.8985
2623,0.09325,0.0055,0.8985
2624,0.09425,0.0055,0.8975
2625,0.09475,0.0055,0.897
2626,0.09425,0.00525,0.89775
2627,0.09475,0.00525,0.89725
2628,0.09475,0.0055,0.897
2629,0.095,0.0055,0.89675
2630,0.0945,0.0055,0.89725
2631,0.095,0.0055,0.89675
2632,0.09475,0.0055,0.897
2633,0.09475,0.0055,0.897
2634,0.094,0.0055,0.89775
2635,0.09425,0.0055,0.8975
2636,0.094,0.00575,0.8975
2637,0.09425,0.00575,0.89725
2638,0.0945,0.00575,0.897
2639,0.0935,0.00575,0.898
2640,0.09275,0.00575,0.89875
2641,0.0925,0.00575,0.899
2642,0.09225,0.00575,0.89925
2643,0.092,0.00575,0.8995
2644,0.092,0.00575,0.8995
2645,0.0925,0.00575,0.8995
2646,0.09225,0.00575,0.89975
2647,0.092,0.00575,0.9
2648,0.092,0.00575,0.9
2649,0.092,0.00575,0.9
2650,0.092,0.00575,0.9
2651,0.09175,0.00575,0.90025
2652,0.092,0.00575,0.9
2653,0.0915,0.00575,0.9005
2654,0.09175,0.00575,0.90025
2655,0.0915,0.0055,0.90075
2656,0.09125,0.0055,0.901
2657,0.09075,0.0055,0.9015
2658,0.091,0.00525,0.9015
2659,0.0905,0.00525,0.902
2660,0.09,0.00525,0.9025
2661,0.08975,0.00525,0.90275
2662,0.08925,0.005,0.9035
2663,0.0885,0.005,0.90425
2664,0.0885,0.005,0.904
2665,0.0885,0.005,0.904
2666,0.088,0.005,0.9045
2667,0.088,0.005,0.9045
2668,0.08825,0.005,0.90425
2669,0.08875,0.005,0.90375
2670,0.089,0.005,0.9035
2671,0.08875,0.005,0.90375
2672,0.08875,0.005,0.90375
2673,0.0895,0.005,0.903
2674,0.0895,0.005,0.903
2675,0.089,0.005,0.9035
2676,0.08925,0.005,0.90325
2677,0.08925,0.005,0.90325
2678,0.08875,0.00525,0.9035
2679,0.08925,0.00525,0.903
2680,0.08925,0.00525,0.903
2681,0.08875,0.00525,0.9035
2682,0.08875,0.00525,0.9035
2683,0.089,0.00525,0.90325
2684,0.08875,0.00525,0.9035
2685,0.0885,0.005,0.904
2686,0.088,0.00525,0.9045
2687,0.08775,0.00525,0.90475
2688,0.08775,0.00525,0.90475
2689,0.0875,0.00525,0.905
2690,0.08725,0.00525,0.90525
2691,0.08675,0.00525,0.90575
2692,0.08725,0.00525,0.90525
2693,0.0875,0.00525,0.905
2694,0.0875,0.00525,0.905
2695,0.0875,0.00525,0.905
2696,0.087,0.00525,0.9055
2697,0.08725,0.00525,0.90525
2698,0.08775,0.00525,0.90475
2699,0.0875,0.00525,0.905
2700,0.087,0.00525,0.9055
2701,0.087,0.00525,0.9055
2702,0.08725,0.00525,0.90525
2703,0.08725,0.00525,0.90525
2704,0.087,0.00525,0.9055
2705,0.087,0.005,0.90575
2706,0.087,0.005,0.90575
2707,0.08725,0.005,0.9055
2708,0.08725,0.005,0.9055
2709,0.08675,0.005,0.906
2710,0.0865,0.005,0.90625
2711,0.08675,0.005,0.906
2712,0.087,0.005,0.90575
2713,0.086,0.005,0.90675
2714,0.08675,0.005,0.906
2715,0.08675,0.005,0.906
2716,0.0865,0.005,0.90625
2717,0.08625,0.005,0.9065
2718,0.086,0.005,0.90675
2719,0.08525,0.005,0.9075
2720,0.085,0.005,0.90775
2721,0.08475,0.005,0.908
2722,0.08475,0.005,0.908
2723,0.08525,0.00475,0.90775
2724,0.0855,0.00475,0.9075
2725,0.08525,0.00475,0.90775
2726,0.08575,0.00475,0.90725
2727,0.08625,0.00475,0.90675
2728,0.085,0.00475,0.908
2729,0.0845,0.00475,0.9085
2730,0.085,0.00475,0.908
2731,0.08425,0.00475,0.90875
2732,0.08475,0.00475,0.90825
2733,0.08425,0.00475,0.90875
2734,0.08475,0.00475,0.90825
2735,0.0845,0.00475,0.9085
2736,0.0845,0.00475,0.9085
2737,0.0845,0.005,0.90825
2738,0.0845,0.00475,0.9085
2739,0.084,0.00475,0.909
2740,0.0845,0.00475,0.9085
2741,0.08475,0.00475,0.90825
2742,0.08425,0.00475,0.90875
2743,0.084,0.00475,0.909
2744,0.084,0.00475,0.909
2745,0.084,0.00475,0.909
2746,0.08425,0.0045,0.909
2747,0.0835,0.0045,0.90975
2748,0.08325,0.0045,0.91
2749,0.08325,0.0045,0.91
2750,0.0835,0.0045,0.90975
2751,0.0835,0.0045,0.90975
2752,0.083,0.0045,0.91025
2753,0.08275,0.0045,0.9105
2754,0.0825,0.0045,0.91075
2755,0.08225,0.0045,0.911
2756,0.08225,0.0045,0.911
2757,0.08225,0.00475,0.91075
2758,0.082,0.00475,0.911
2759,0.0825,0.00475,0.9105
2760,0.08275,0.0045,0.9105
2761,0.08225,0.0045,0.911
2762,0.082,0.0045,0.91125
2763,0.0815,0.0045,0.91175
2764,0.08125,0.0045,0.912
2765,0.08175,0.0045,0.9115
2766,0.0815,0.0045,0.91175
2767,0.0815,0.0045,0.91175
2768,0.082,0.0045,0.91125
2769,0.08175,0.0045,0.9115
2770,0.08225,0.0045,0.911
2771,0.083,0.0045,0.91025
2772,0.0835,0.0045,0.90975
2773,0.08325,0.0045,0.91
2774,0.083,0.0045,0.91025
2775,0.0825,0.0045,0.91075
2776,0.08275,0.0045,0.9105
2777,0.0825,0.0045,0.91075
2778,0.0825,0.0045,0.91075
2779,0.0825,0.00425,0.911
2780,0.08225,0.00425,0.91125
2781,0.08225,0.00425,0.91125
2782,0.0825,0.00425,0.911
2783,0.08275,0.00425,0.91075
2784,0.08275,0.00425,0.911
2785,0.0825,0.00425,0.91125
2786,0.082,0.00425,0.91175
2787,0.08225,0.00425,0.9115
2788,0.08175,0.00425,0.912
2789,0.08175,0.00425,0.912
2790,0.08175,0.00425,0.912
2791,0.0815,0.00425,0.91225
2792,0.08175,0.00425,0.912
2793,0.082,0.004,0.912
2794,0.0815,0.004,0.9125
2795,0.0815,0.004,0.9125
2796,0.08125,0.004,0.91275
2797,0.08125,0.004,0.91275
2798,0.081,0.004,0.913
2799,0.08125,0.00375,0.913
2800,0.08175,0.00375,0.9125
2801,0.08175,0.00375,0.9125
2802,0.08175,0.00375,0.9125
2803,0.08225,0.00375,0.912
2804,0.0825,0.00375,0.91175
2805,0.083,0.00375,0.91125
2806,0.083,0.00375,0.91125
2807,0.08325,0.00375,0.911
2808,0.08325,0.00375,0.911
2809,0.08325,0.00375,0.911
2810,0.08375,0.00375,0.9105
2811,0.084,0.00375,0.91025
2812,0.084,0.00375,0.91025
2813,0.08375,0.00375,0.9105
2814,0.08325,0.00375,0.911
2815,0.083,0.0035,0.9115
2816,0.083,0.0035,0.9115
2817,0.0825,0.0035,0.912
2818,0.0825,0.0035,0.912
2819,0.08225,0.0035,0.91225
2820,0.0815,0.00325,0.91325
2821,0.08125,0.00325,0.9135
2822,0.08125,0.00325,0.9135
2823,0.08125,0.00325,0.9135
2824,0.08125,0.00325,0.9135
2825,0.081,0.00325,0.91375
2826,0.08075,0.00325,0.914
2827,0.08025,0.003,0.91475
2828,0.07975,0.003,0.915
2829,0.08025,0.003,0.9145
2830,0.08025,0.003,0.9145
2831,0.07975,0.003,0.915
2832,0.07975,0.003,0.915
2833,0.08,0.003,0.91475
2834,0.07975,0.003,0.915
2835,0.07975,0.003,0.91525
2836,0.079,0.003,0.916
2837,0.0785,0.003,0.91675
2838,0.07925,0.003,0.916
2839,0.0795,0.003,0.91575
2840,0.08025,0.003,0.915
2841,0.08025,0.003,0.915
2842,0.08,0.003,0.91525
2843,0.079,0.003,0.91625
2844,0.07925,0.003,0.916
2845,0.0795,0.003,0.91575
2846,0.07925,0.003,0.916
2847,0.079,0.003,0.916
2848,0.079,0.003,0.916
2849,0.07925,0.003,0.916
2850,0.08,0.003,0.91525
2851,0.07975,0.003,0.9155
2852,0.0795,0.003,0.91575
2853,0.0795,0.003,0.91575
2854,0.079,0.003,0.91625
2855,0.07875,0.003,0.9165
2856,0.07825,0.003,0.917
2857,0.07825,0.003,0.917
2858,0.0775,0.003,0.91775
2859,0.078,0.003,0.91725
2860,0.0775,0.003,0.91775
2861,0.0775,0.003,0.91775
2862,0.07775,0.003,0.9175
2863,0.078,0.003,0.91725
2864,0.07875,0.003,0.9165
2865,0.07825,0.003,0.917
2866,0.07825,0.003,0.917
2867,0.07875,0.003,0.9165
2868,0.079,0.003,0.91625
2869,0.0785,0.003,0.91675
2870,0.07825,0.00275,0.91725
2871,0.078,0.00275,0.9175
2872,0.0785,0.00275,0.917
2873,0.079,0.00275,0.9165
2874,0.07925,0.00275,0.91625
2875,0.0795,0.00275,0.916
2876,0.07975,0.0025,0.916
2877,0.07925,0.0025,0.9165
2878,0.079,0.0025,0.91675
2879,0.07925,0.0025,0.9165
2880,0.079,0.0025,0.917
2881,0.07925,0.0025,0.91675
2882,0.0795,0.0025,0.9165
2883,0.0795,0.0025,0.91675
2884,0.07975,0.0025,0.9165
2885,0.07975,0.0025,0.9165
2886,0.08,0.0025,0.91625
2887,0.07975,0.00225,0.91675
2888,0.0795,0.00225,0.917
2889,0.07875,0.00225,0.91775
2890,0.07875,0.00225,0.91775
2891,0.078,0.00225,0.9185
2892,0.078,0.00225,0.9185
2893,0.0785,0.00225,0.918
2894,0.07875,0.00225,0.91775
2895,0.07875,0.00225,0.91775
2896,0.0785,0.00225,0.918
2897,0.0785,0.00225,0.918
2898,0.0775,0.00225,0.919
2899,0.07725,0.00225,0.91925
2900,0.07725,0.00225,0.91925
2901,0.077,0.00225,0.9195
2902,0.07675,0.00225,0.91975
