,M+1,M+2,M+3,M+4
756,0.01834862385321101,0.7064220183486238,0.13761467889908258,0.13761467889908258
757,0.01818181818181818,0.7181818181818181,0.1272727272727273,0.13636363636363635
758,0.018518518518518517,0.7222222222222222,0.12962962962962962,0.12962962962962962
759,0.018867924528301886,0.7358490566037736,0.12264150943396226,0.12264150943396226
760,0.028571428571428574,0.7047619047619047,0.13333333333333333,0.13333333333333333
761,0.02912621359223301,0.7184466019417476,0.11650485436893204,0.1359223300970874
762,0.029411764705882356,0.7156862745098039,0.11764705882352942,0.13725490196078433
763,0.029702970297029705,0.7128712871287128,0.10891089108910891,0.1485148514851485
764,0.029702970297029705,0.7128712871287128,0.10891089108910891,0.1485148514851485
765,0.02912621359223301,0.6990291262135923,0.11650485436893204,0.15533980582524273
766,0.028846153846153848,0.7019230769230769,0.125,0.14423076923076925
767,0.02912621359223301,0.7087378640776699,0.11650485436893204,0.14563106796116504
768,0.02830188679245283,0.7169811320754716,0.11320754716981132,0.14150943396226415
769,0.01869158878504673,0.719626168224299,0.11214953271028037,0.14953271028037385
770,0.00909090909090909,0.7272727272727273,0.1090909090909091,0.15454545454545457
771,0.00909090909090909,0.7181818181818181,0.11818181818181818,0.15454545454545457
772,0.009259259259259259,0.7129629629629629,0.12037037037037036,0.1574074074074074
773,0.009259259259259259,0.7314814814814815,0.11111111111111112,0.14814814814814814
774,0.009259259259259259,0.7407407407407408,0.11111111111111112,0.1388888888888889
775,0.009174311926605505,0.7431192660550459,0.11009174311926606,0.13761467889908258
776,0.009259259259259259,0.7407407407407408,0.11111111111111112,0.1388888888888889
777,0.009615384615384616,0.7596153846153847,0.09615384615384616,0.13461538461538464
778,0.009345794392523366,0.766355140186916,0.09345794392523366,0.13084112149532712
779,0.009433962264150943,0.7547169811320755,0.09433962264150944,0.14150943396226415
780,0.009174311926605505,0.7706422018348624,0.09174311926605505,0.12844036697247707
781,0.009345794392523366,0.7757009345794393,0.09345794392523366,0.12149532710280374
782,0.009523809523809525,0.8,0.09523809523809525,0.09523809523809525
783,0.009615384615384616,0.8076923076923078,0.08653846153846154,0.09615384615384616
784,0.009345794392523366,0.8224299065420562,0.08411214953271029,0.08411214953271029
785,0.009523809523809526,0.8190476190476191,0.08571428571428573,0.08571428571428573
786,0.009803921568627453,0.823529411764706,0.07843137254901962,0.08823529411764706
787,0.009900990099009901,0.8217821782178218,0.07920792079207921,0.0891089108910891
788,0.009900990099009901,0.8217821782178218,0.07920792079207921,0.0891089108910891
789,0.010204081632653062,0.816326530612245,0.0816326530612245,0.09183673469387756
790,0.010416666666666666,0.8229166666666666,0.08333333333333333,0.08333333333333333
791,0.0101010101010101,0.8181818181818181,0.0909090909090909,0.0808080808080808
792,0.01,0.8099999999999999,0.09999999999999999,0.08
793,0.00980392156862745,0.803921568627451,0.10784313725490195,0.0784313725490196
794,0.009433962264150945,0.8113207547169812,0.10377358490566038,0.07547169811320756
795,0.009174311926605507,0.8073394495412844,0.09174311926605506,0.09174311926605506
796,0.00925925925925926,0.8148148148148149,0.0925925925925926,0.08333333333333334
