,M+1,M+2,M+3,M+4
514,0.0,0.24,0.16,0.18
515,0.0,0.24,0.14,0.16
516,0.0,0.3,0.1,0.14
517,0.0,0.32,0.08,0.14
518,0.0,0.28,0.14,0.1
519,0.0,0.22,0.14,0.12
520,0.0,0.2,0.12,0.12
521,0.0,0.2,0.14,0.14
522,0.0,0.18,0.12,0.18
523,0.0,0.16,0.1,0.18
524,0.0,0.16,0.08,0.18
525,0.0,0.2,0.06,0.16
526,0.0,0.14,0.06,0.18
527,0.0,0.12,0.06,0.14
528,0.0,0.14,0.08,0.14
529,0.0,0.14,0.1,0.16
530,0.0,0.14,0.06,0.18
531,0.0,0.16,0.08,0.18
532,0.0,0.18,0.04,0.18
533,0.0,0.18,0.06,0.16
534,0.0,0.16,0.08,0.18
535,0.0,0.14,0.08,0.18
536,0.0,0.1,0.1,0.18
537,0.0,0.12,0.12,0.18
538,0.0,0.14,0.1,0.24
539,0.0,0.14,0.1,0.22
540,0.0,0.16,0.08,0.22
541,0.0,0.2,0.06,0.22
542,0.0,0.2,0.08,0.16
543,0.0,0.18,0.08,0.16
544,0.0,0.16,0.08,0.14
545,0.0,0.14,0.08,0.12
546,0.0,0.14,0.1,0.14
547,0.0,0.2,0.08,0.12
548,0.0,0.2,0.06,0.1
549,0.0,0.2,0.04,0.08
550,0.0,0.2,0.06,0.1
551,0.0,0.18,0.08,0.08
552,0.0,0.22,0.08,0.06
553,0.0,0.2,0.08,0.12
554,0.0,0.22,0.06,0.14
555,0.0,0.24,0.06,0.16
556,0.0,0.22,0.06,0.18
557,0.0,0.24,0.06,0.18
558,0.0,0.22,0.06,0.18
559,0.0,0.26,0.06,0.18
560,0.0,0.22,0.08,0.18
561,0.0,0.24,0.08,0.16
562,0.0,0.24,0.08,0.16
563,0.0,0.28,0.1,0.12
564,0.0,0.3,0.1,0.12
565,0.0,0.3,0.12,0.12
566,0.0,0.32,0.1,0.12
567,0.0,0.32,0.08,0.12
568,0.0,0.34,0.08,0.1
569,0.0,0.36,0.06,0.1
570,0.0,0.4,0.06,0.1
571,0.0,0.42,0.06,0.1
572,0.0,0.42,0.06,0.1
573,0.0,0.44,0.06,0.1
574,0.0,0.42,0.06,0.08
575,0.0,0.44,0.1,0.06
576,0.0,0.42,0.12,0.08
577,0.0,0.4,0.16,0.08
578,0.0,0.36,0.16,0.1
579,0.0,0.38,0.16,0.08
580,0.0,0.38,0.14,0.08
581,0.0,0.34,0.16,0.08
582,0.0,0.34,0.16,0.08
583,0.0,0.34,0.14,0.08
584,0.0,0.32,0.16,0.08
585,0.0,0.32,0.16,0.08
586,0.0,0.3,0.16,0.06
587,0.0,0.28,0.14,0.06
588,0.0,0.3,0.16,0.06
589,0.0,0.32,0.18,0.06
590,0.0,0.32,0.18,0.06
591,0.0,0.38,0.16,0.04
592,0.0,0.34,0.16,0.04
593,0.0,0.34,0.14,0.04
594,0.0,0.34,0.16,0.04
595,0.0,0.34,0.16,0.04
596,0.0,0.32,0.16,0.04
597,0.0,0.32,0.16,0.02
598,0.0,0.3,0.14,0.02
599,0.0,0.32,0.16,0.02
600,0.0,0.24,0.2,0.04
601,0.0,0.32,0.18,0.02
602,0.0,0.32,0.2,0.02
603,0.0,0.32,0.16,0.04
604,0.0,0.32,0.22,0.04
605,0.0,0.32,0.2,0.04
606,0.0,0.3,0.24,0.04
607,0.0,0.3,0.18,0.04
608,0.0,0.26,0.18,0.04
609,0.0,0.28,0.16,0.04
610,0.0,0.3,0.16,0.04
611,0.0,0.3,0.14,0.04
612,0.0,0.34,0.12,0.04
613,0.0,0.34,0.12,0.04
